RepRapFirmware height map file v2 generated at 2025-03-02 12:34, min error 0.000, max error 0.126, mean 0.075, deviation 0.044
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,103.75,196.25,103.76,196.25,-1.00,46.24,46.24,3,3
  0.050,  0.096,  0.116
  0.019,  0.000,  0.112
  0.046,  0.111,  0.126
